location,activity_type,duration_min,lat,lon
Mirabell Gardens,Walk,55,47.806493126664485,13.044876634412969
Mirabell Gardens,Ride,35,47.80520535969435,13.044261983735469
Mirabell Gardens,Ride,70,47.806769901149664,13.042454600960358
Mirabell Gardens,Walk,74,47.80614561632402,13.043283755499285
Mirabell Gardens,Hike,33,47.807452967485794,13.042713998130681
Mirabell Gardens,Run,36,47.80494692035918,13.04252127048611
Mirabell Gardens,Walk,57,47.8055085067801,13.045399204194041
Mirabell Gardens,Walk,39,47.8054118377703,13.044414030971929
Mirabell Gardens,Hike,44,47.8038047275778,13.042314180809479
Mirabell Gardens,Ride,45,47.806444180415596,13.045499199750866
Mirabell Gardens,Hike,16,47.80639158290827,13.044314599041753
Mirabell Gardens,Walk,44,47.80600767018496,13.045325724237678
Mirabell Gardens,Walk,34,47.80564811929993,13.044959257683846
Mirabell Gardens,Ride,37,47.80387694388692,13.042042009978156
Mirabell Gardens,Ride,66,47.80536903201585,13.042579637919605
Mirabell Gardens,Ride,26,47.80548592822521,13.045194587210245
Mirabell Gardens,Hike,57,47.80479658409617,13.044920740530866
Mirabell Gardens,Ride,40,47.8057580714325,13.043658196812071
Mirabell Gardens,Walk,40,47.80660607628522,13.043934654766616
Mirabell Gardens,Walk,56,47.80882927885181,13.046255329791576
Mirabell Gardens,Run,50,47.80626186671925,13.042516857222328
Mirabell Gardens,Hike,53,47.80638632558608,13.04479419476234
Mirabell Gardens,Run,59,47.80588833112635,13.04329561469513
Mirabell Gardens,Walk,40,47.803121843177045,13.043264637593545
Mirabell Gardens,Run,35,47.80596022918682,13.045897553703973
Mirabell Gardens,Walk,28,47.80609034531491,13.045350832697975
Mirabell Gardens,Run,32,47.80969486316872,13.045327019272001
Mirabell Gardens,Ride,89,47.80571145855283,13.046310957614308
Mirabell Gardens,Run,63,47.806452321013495,13.043742007683266
Mirabell Gardens,Ride,24,47.80594793234544,13.04506390594259
Mirabell Gardens,Ride,25,47.80424698294357,13.043079466486812
Mirabell Gardens,Hike,52,47.80771423422177,13.044348332704976
Mirabell Gardens,Ride,53,47.80712789954903,13.043439713891264
Mirabell Gardens,Ride,53,47.80718654792056,13.043893991929984
Mirabell Gardens,Run,41,47.80463591881781,13.044890314050873
Mirabell Gardens,Walk,43,47.8081041914664,13.042063558633533
Mirabell Gardens,Hike,49,47.80389722340581,13.04788477455137
Mirabell Gardens,Ride,46,47.806880285640695,13.041687965237
Mirabell Gardens,Hike,11,47.80928568343871,13.041271622774424
Mirabell Gardens,Run,41,47.804514195512304,13.046016221747
Mirabell Gardens,Ride,32,47.805150553405596,13.045283325387926
Mirabell Gardens,Run,47,47.806149477047626,13.044948239634104
Mirabell Gardens,Hike,89,47.80524478651882,13.044956691018529
Mirabell Gardens,Run,50,47.8036740048534,13.043675506454306
Mirabell Gardens,Hike,40,47.80610284446221,13.041905491257028
Mirabell Gardens,Run,58,47.804406544429405,13.043851609116388
Mirabell Gardens,Hike,52,47.80671038864595,13.042345676576975
Mirabell Gardens,Walk,51,47.804620863648644,13.045650239466834
Mirabell Gardens,Run,54,47.80832490160753,13.043405885236995
Mirabell Gardens,Run,75,47.804825120061494,13.042049005606414
Mirabell Gardens,Walk,28,47.80551690772569,13.043057228316693
Mirabell Gardens,Walk,52,47.807220275826054,13.04452586290855
Mirabell Gardens,Run,31,47.804153703525344,13.042572550894391
Mirabell Gardens,Walk,53,47.8063411899019,13.042055559208867
Mirabell Gardens,Ride,31,47.80796071413142,13.044187374422982
Mirabell Gardens,Hike,38,47.80358877514816,13.044189933142217
Mirabell Gardens,Hike,40,47.8062769507878,13.042686113649257
Mirabell Gardens,Hike,59,47.80638982419137,13.042757923388763
Mirabell Gardens,Ride,58,47.80717273430766,13.044164099874715
Mirabell Gardens,Walk,26,47.804144573933684,13.040803831317005
Mirabell Gardens,Walk,45,47.804019315080374,13.040885072451246
Mirabell Gardens,Run,34,47.806782912348424,13.042263111557494
Mirabell Gardens,Walk,26,47.806445477009845,13.043273105696576
Mirabell Gardens,Run,41,47.806375739275516,13.044321815131195
Mirabell Gardens,Ride,40,47.806519672314245,13.046650712433898
Mirabell Gardens,Hike,81,47.80497996291763,13.045415319246404
Mirabell Gardens,Hike,51,47.80634838054574,13.043380122940073
Mirabell Gardens,Hike,24,47.806439608709944,13.043661967584194
Mirabell Gardens,Walk,36,47.80492847287296,13.041694941270723
Mirabell Gardens,Run,60,47.808798661766716,13.043662973728015
Mirabell Gardens,Run,76,47.80671074938137,13.043122682722158
Mirabell Gardens,Ride,21,47.80421304475419,13.044345437120676
Mirabell Gardens,Walk,16,47.80698483041295,13.042045538112895
Mirabell Gardens,Ride,73,47.804537977494654,13.044738693028481
Mirabell Gardens,Run,50,47.80718062690561,13.046765477826005
Mirabell Gardens,Run,31,47.80773789336851,13.043482479703085
Mirabell Gardens,Hike,53,47.80476897652247,13.044503423444198
Mirabell Gardens,Walk,10,47.807445064193864,13.045080287983422
Mirabell Gardens,Run,45,47.8066191713904,13.042897559056227
Mirabell Gardens,Hike,49,47.80723309023999,13.04414818496362
Mirabell Gardens,Walk,58,47.80884518947398,13.043725184801563
Mirabell Gardens,Ride,29,47.80563191782599,13.043895352197097
Mirabell Gardens,Walk,46,47.804869395753464,13.042153980432289
Mirabell Gardens,Walk,31,47.80466572835556,13.043749020348518
Mirabell Gardens,Run,48,47.80477628457255,13.04469599658249
Mirabell Gardens,Run,31,47.80588434743588,13.04660228721559
Mirabell Gardens,Walk,38,47.806511727962224,13.04561854165217
Mirabell Gardens,Run,30,47.80641503619899,13.048006364915022
Mirabell Gardens,Run,54,47.80724077487355,13.042165304874223
Mirabell Gardens,Run,57,47.80601950283781,13.045444641273441
Mirabell Gardens,Hike,41,47.80818030111573,13.044066684011476
Mirabell Gardens,Hike,45,47.80560301475014,13.048079605866434
Mirabell Gardens,Walk,23,47.81008025374988,13.04208340342929
Mirabell Gardens,Run,40,47.80693850102165,13.042020556315638
Mirabell Gardens,Hike,44,47.804714263665375,13.04250121470911
Mirabell Gardens,Walk,84,47.8043936612529,13.03945220855138
Mirabell Gardens,Run,28,47.80672370862286,13.042648489956639
Mirabell Gardens,Ride,66,47.80566480582201,13.042181734676891
Mirabell Gardens,Run,59,47.80707100074113,13.044000787572951
Mirabell Gardens,Run,49,47.80670985643686,13.044383511951553
Mirabell Gardens,Hike,71,47.805890756631015,13.047452341678431
Mirabell Gardens,Walk,50,47.804729809422895,13.045600847676372
Mirabell Gardens,Walk,50,47.80372772916297,13.042546192688675
Mirabell Gardens,Hike,44,47.80533022757189,13.041903170657303
Mirabell Gardens,Run,63,47.80728459819148,13.044683838343012
Mirabell Gardens,Ride,61,47.80632114061619,13.041059533585958
Mirabell Gardens,Run,35,47.80413139183193,13.047362917531709
Mirabell Gardens,Run,25,47.806259771388774,13.046058880241443
Mirabell Gardens,Ride,41,47.80657797606959,13.04276164869579
Mirabell Gardens,Hike,32,47.80467421384569,13.040273730941818
Mirabell Gardens,Walk,44,47.806230587658916,13.04640774474833
Mirabell Gardens,Hike,63,47.80608731307767,13.043470920309494
Mirabell Gardens,Hike,38,47.80428554455325,13.046175632623946
Salzach River Path,Run,44,47.79760835851181,13.048954553958962
Salzach River Path,Walk,45,47.79910093746557,13.052098018451675
Salzach River Path,Walk,57,47.800007865549574,13.048591312618916
Salzach River Path,Hike,11,47.800070470890645,13.047183077407274
Salzach River Path,Ride,35,47.79932490179278,13.046886741652953
Salzach River Path,Hike,48,47.800934274898516,13.051212019902692
Salzach River Path,Ride,63,47.798398569355925,13.047439141295008
Salzach River Path,Walk,37,47.799786430772464,13.05350958836397
Salzach River Path,Hike,16,47.800180443447566,13.045836141184234
Salzach River Path,Run,54,47.80077165825109,13.05339291273658
Salzach River Path,Hike,35,47.80106742231713,13.050422034934407
Salzach River Path,Walk,27,47.79831303686224,13.04980657377626
Salzach River Path,Run,35,47.7976988287439,13.048910161826383
Salzach River Path,Run,42,47.80191651523285,13.050798272228706
Salzach River Path,Ride,35,47.80049847101797,13.049924730595151
Salzach River Path,Run,11,47.79887727019516,13.052206603764034
Salzach River Path,Run,58,47.80232672796328,13.050228455297324
Salzach River Path,Hike,64,47.800173511951435,13.050300603522924
Salzach River Path,Walk,54,47.80176894577609,13.049272775575574
Salzach River Path,Ride,27,47.80010127772211,13.049886108752558
Salzach River Path,Hike,41,47.80309112188732,13.050615603537786
Salzach River Path,Run,44,47.80263301126366,13.046579663214688
Salzach River Path,Run,53,47.79962655377728,13.04730362915579
Salzach River Path,Ride,55,47.801457356426425,13.051486528188047
Salzach River Path,Walk,33,47.80096806392437,13.050341730876257
Salzach River Path,Ride,46,47.80205294733629,13.049632033327295
Salzach River Path,Hike,51,47.798552614809125,13.050036867866131
Salzach River Path,Ride,66,47.801029077189995,13.050695163410724
Salzach River Path,Run,55,47.80158763673027,13.048920480639381
Salzach River Path,Hike,56,47.79736189077036,13.048443390549195
Salzach River Path,Run,46,47.798225112231,13.050391690510196
Salzach River Path,Walk,66,47.79694115173336,13.04804325444477
Salzach River Path,Run,51,47.79959588974833,13.05081650551143
Salzach River Path,Run,32,47.80107631338369,13.046594832791525
Salzach River Path,Ride,66,47.80225353557814,13.052058311274653
Salzach River Path,Run,55,47.80011114217063,13.050945194964827
Salzach River Path,Hike,38,47.80244292331835,13.050512059468629
Salzach River Path,Hike,37,47.797929847812675,13.051965381967891
Salzach River Path,Walk,49,47.797444926340965,13.053330948888926
Salzach River Path,Hike,51,47.79991667845165,13.052028740130037
Salzach River Path,Ride,47,47.80057609817341,13.046318251537338
Salzach River Path,Walk,49,47.799950957877854,13.047440846066529
Salzach River Path,Hike,70,47.796898836849934,13.04875036284461
Salzach River Path,Ride,61,47.799866319940726,13.050052182100423
Salzach River Path,Hike,47,47.79804329574924,13.051035318040938
Salzach River Path,Hike,59,47.80100450882324,13.048548512373694
Salzach River Path,Run,29,47.800549897369145,13.050373533528955
Salzach River Path,Hike,50,47.79859018032051,13.048489234135294
Salzach River Path,Hike,72,47.799229199623994,13.048776964394017
Salzach River Path,Ride,41,47.798411179717164,13.047186677806303
Salzach River Path,Ride,32,47.79990598135409,13.04815353350778
Salzach River Path,Run,35,47.80143271348075,13.047296630788768
Salzach River Path,Hike,28,47.79852141093049,13.048048253494047
Salzach River Path,Run,33,47.80075606977327,13.052107283593216
Salzach River Path,Hike,39,47.799204613572435,13.048101202222337
Salzach River Path,Walk,23,47.7988106907516,13.055264764129676
Salzach River Path,Walk,45,47.79983945446006,13.050986635801763
Salzach River Path,Run,58,47.798447136516366,13.05036967224739
Salzach River Path,Run,31,47.79916952604198,13.048283284439638
Salzach River Path,Run,67,47.798203183161114,13.05140061975882
Salzach River Path,Ride,52,47.80294708769937,13.048848724347526
Salzach River Path,Ride,60,47.80005289532795,13.050244019629291
Salzach River Path,Ride,35,47.798950411738005,13.055120169076538
Salzach River Path,Run,57,47.8003209698661,13.049807880200552
Salzach River Path,Hike,28,47.79983150792546,13.052298546652572
Salzach River Path,Walk,58,47.799668545600696,13.04859364714975
Salzach River Path,Run,47,47.80092125005006,13.049930023019007
Salzach River Path,Ride,53,47.80113626156507,13.053541601271272
Salzach River Path,Ride,27,47.799204248278585,13.048746065884425
Salzach River Path,Run,31,47.79913627263903,13.053624897115995
Salzach River Path,Run,53,47.79958742245427,13.051415503870912
Salzach River Path,Ride,30,47.796547118252896,13.048875066448213
Salzach River Path,Hike,51,47.7977272134067,13.051264815478111
Salzach River Path,Ride,24,47.80205031140117,13.051945108899254
Salzach River Path,Ride,57,47.80246745157025,13.051243619924435
Salzach River Path,Run,26,47.79962644594066,13.04685955056022
Salzach River Path,Hike,53,47.80086483544458,13.048545725648351
Salzach River Path,Ride,54,47.80046687523181,13.049504962728898
Salzach River Path,Ride,34,47.80461832121268,13.0498511331418
Salzach River Path,Walk,53,47.801679362367146,13.051241344195102
Salzach River Path,Run,48,47.79980812361278,13.050355402001868
Salzach River Path,Walk,36,47.7985666893391,13.04732931128258
Salzach River Path,Walk,29,47.79759033051961,13.050760395702012
Salzach River Path,Ride,15,47.800305195453795,13.051221171490567
Salzach River Path,Run,50,47.798865473882074,13.051119580895863
Salzach River Path,Hike,21,47.7978666194356,13.05216156145111
Salzach River Path,Ride,46,47.799030140673636,13.0516678443091
Salzach River Path,Hike,41,47.79837767799457,13.050918360158457
Salzach River Path,Hike,55,47.80253071245261,13.049859668577083
Salzach River Path,Run,40,47.80132245963542,13.046678078132969
Salzach River Path,Walk,40,47.79998804103802,13.050859236438265
Salzach River Path,Run,55,47.80221991620833,13.050415375374326
Salzach River Path,Hike,50,47.80011605246147,13.050543157674392
Salzach River Path,Ride,49,47.798708073698,13.04744650284836
Salzach River Path,Hike,52,47.802284686115904,13.047837886919185
Salzach River Path,Ride,21,47.80080836506552,13.052106305706667
Salzach River Path,Ride,56,47.79844413076851,13.049920889692288
Salzach River Path,Run,54,47.79971449198287,13.051363001394746
Salzach River Path,Hike,29,47.79868657261992,13.050056636752261
Salzach River Path,Walk,41,47.79792580040355,13.050059512278992
Salzach River Path,Hike,44,47.801389266321294,13.051876567611952
Salzach River Path,Hike,42,47.8028641249607,13.048967910543565
Salzach River Path,Walk,50,47.79790214863927,13.050192241553882
Salzach River Path,Run,66,47.800844453855035,13.04907544942259
Salzach River Path,Hike,61,47.799024036146314,13.049131007545135
Salzach River Path,Hike,25,47.79926931192435,13.049381655753063
Salzach River Path,Ride,54,47.799111409113635,13.050444267543268
Salzach River Path,Hike,64,47.79870401384548,13.049042502756674
Salzach River Path,Walk,50,47.800072782441916,13.052511512251147
Salzach River Path,Ride,61,47.79875357482538,13.048210785395561
Salzach River Path,Run,75,47.800405685238665,13.049626256711678
Salzach River Path,Ride,60,47.799924642835826,13.049120537883452
Salzach River Path,Walk,48,47.7996415779297,13.052893955768708
Salzach River Path,Walk,60,47.79863865450694,13.050393109553024
Salzach River Path,Ride,47,47.79913484300415,13.052063689078938
Salzach River Path,Run,45,47.80113308683874,13.047028879253928
Salzach River Path,Ride,39,47.80075137578143,13.050534100531738
Salzach River Path,Run,68,47.7985336671328,13.051779261591248
Salzach River Path,Ride,32,47.80014899845814,13.050164567978552
Salzach River Path,Walk,67,47.801127080685056,13.052130960750132
Salzach River Path,Hike,52,47.79749589207832,13.0489654230998
Salzach River Path,Hike,24,47.80081504028857,13.052818694880372
Salzach River Path,Run,50,47.79900606436158,13.05459779624724
Salzach River Path,Run,13,47.80085589800289,13.049274322879121
Salzach River Path,Run,54,47.79885511126518,13.0491089949572
Salzach River Path,Walk,58,47.797292676849,13.052906768954236
Salzach River Path,Ride,36,47.79755868634317,13.053159144291461
Salzach River Path,Walk,46,47.80007212741999,13.048954279945693
Salzach River Path,Hike,74,47.800389583752576,13.049159626365809
Salzach River Path,Run,37,47.79864352506234,13.04943643078228
Salzach River Path,Ride,29,47.80095788868816,13.047311098977932
Salzach River Path,Hike,67,47.79750771990659,13.048162696107033
Salzach River Path,Hike,74,47.799900880302026,13.047991718466497
Salzach River Path,Hike,45,47.798183475700355,13.048464404869792
Salzach River Path,Walk,60,47.799022245838295,13.049930630225226
Salzach River Path,Run,65,47.800071098006974,13.050468429465074
Salzach River Path,Hike,33,47.79870937995207,13.05310100098563
Salzach River Path,Run,37,47.79942316668365,13.048003291918523
Salzach River Path,Walk,63,47.80150943921382,13.051968644796954
Salzach River Path,Hike,70,47.79913466219571,13.04957202231155
Salzach River Path,Walk,53,47.8012535381681,13.049901072580695
Salzach River Path,Walk,31,47.798305439718014,13.051349638984334
Salzach River Path,Run,74,47.80079470626687,13.047754555956876
Salzach River Path,Hike,37,47.802162352930985,13.050764819492368
Salzach River Path,Walk,39,47.796292533249805,13.050332904416427
Salzach River Path,Hike,50,47.79880465711679,13.050984902528016
Salzach River Path,Run,68,47.80086560819077,13.050578337287817
Salzach River Path,Walk,57,47.79969543192093,13.054910600279822
Salzach River Path,Run,51,47.80055671881006,13.048724520031499
Salzach River Path,Hike,51,47.799094022219926,13.048938006089998
Salzach River Path,Hike,45,47.800129884681205,13.04875371894715
Salzach River Path,Run,53,47.79976648414691,13.04888904576168
Salzach River Path,Ride,10,47.80175167309249,13.048725225745388
Salzach River Path,Walk,40,47.80038163126495,13.052378033062215
Salzach River Path,Hike,48,47.80050640399311,13.05284100849598
Salzach River Path,Hike,27,47.799382184550815,13.048858507412502
Salzach River Path,Walk,50,47.799268590663885,13.048335288853792
Salzach River Path,Run,41,47.79935116271827,13.050942831112774
Salzach River Path,Run,71,47.800591678213564,13.04889555391144
Salzach River Path,Run,68,47.799368523278766,13.051265863635512
Salzach River Path,Ride,38,47.80043466228534,13.050405846041704
Salzach River Path,Ride,42,47.803113101197965,13.046968511770006
Salzach River Path,Hike,43,47.801306687055146,13.05309501040266
Salzach River Path,Run,38,47.799510964701746,13.053591755346192
Salzach River Path,Walk,47,47.80180182088324,13.048774422619031
Salzach River Path,Hike,33,47.799387886940465,13.049224596880128
Salzach River Path,Walk,28,47.796942813197234,13.050571730781451
Salzach River Path,Hike,54,47.79848787053362,13.050668913579974
Salzach River Path,Ride,54,47.79719381211846,13.051317088545346
Salzach River Path,Hike,32,47.79947272977393,13.054020409077534
Salzach River Path,Ride,58,47.80002762756878,13.049646105545012
Salzach River Path,Hike,35,47.80251465596841,13.048403405510923
Salzach River Path,Run,48,47.80049039106064,13.047241361543971
Salzach River Path,Walk,57,47.79967134920678,13.048538139920117
Salzach River Path,Run,44,47.80124410837177,13.049933746054252
Salzach River Path,Hike,51,47.79668329703649,13.053589115727036
Salzach River Path,Hike,37,47.80035342183716,13.048964777401928
Salzach River Path,Hike,42,47.801156297790826,13.050447575903279
Salzach River Path,Ride,41,47.797782120631325,13.049967154207856
Salzach River Path,Walk,33,47.80171563106481,13.052376786546898
Salzach River Path,Walk,42,47.80050774461124,13.055053864851748
Salzach River Path,Hike,21,47.79937706812915,13.04893826245416
Salzach River Path,Hike,37,47.80094917279916,13.049021121114965
Salzach River Path,Ride,40,47.803406039286706,13.05208832175414
Salzach River Path,Run,41,47.80027279938258,13.051363782979253
Salzach River Path,Run,41,47.80037233087945,13.053693414651473
Salzach River Path,Walk,44,47.799310958650686,13.051167856370652
Salzach River Path,Ride,52,47.7987252334458,13.049281415818427
Salzach River Path,Hike,58,47.801245503724815,13.051181309661386
Salzach River Path,Walk,35,47.798715874261134,13.052217407161166
Salzach River Path,Ride,26,47.80010734935583,13.051640964362395
Salzach River Path,Run,29,47.79928351382985,13.051014548062215
Salzach River Path,Ride,37,47.80071846973862,13.05213334937918
Salzach River Path,Run,39,47.80050049315793,13.052338591180892
Salzach River Path,Ride,33,47.801556309916386,13.052764317982076
Salzach River Path,Walk,25,47.79923497540172,13.05129741977518
Salzach River Path,Run,38,47.799595187597056,13.049665763839368
Salzach River Path,Walk,47,47.79853185442632,13.050293427372868
Salzach River Path,Walk,53,47.799333560109886,13.052413017933018
Salzach River Path,Run,36,47.80056595073957,13.048366128658026
Salzach River Path,Run,38,47.80113548292496,13.050737346617746
Salzach River Path,Hike,31,47.79861675201373,13.049213322375346
Salzach River Path,Hike,44,47.801304408880156,13.050057489645871
Salzach River Path,Hike,32,47.8020334567882,13.052556903725215
Salzach River Path,Walk,53,47.80062015235483,13.05038219813604
Salzach River Path,Walk,18,47.802815193718835,13.050092873096313
Salzach River Path,Hike,39,47.798839316201345,13.04728028771804
Salzach River Path,Walk,49,47.79813301794503,13.051492507132055
Salzach River Path,Walk,47,47.79733191962664,13.051290968362283
Salzach River Path,Run,85,47.80224406646723,13.05432650944661
Salzach River Path,Run,50,47.80098154848453,13.049384443530094
Salzach River Path,Walk,29,47.799916622993635,13.050438300655328
Salzach River Path,Hike,43,47.80041995293948,13.050498767367422
Salzach River Path,Ride,18,47.79831176642905,13.053154906559527
Salzach River Path,Hike,43,47.80366862796942,13.049809408935227
Salzach River Path,Ride,32,47.80019383177296,13.050558043051542
Salzach River Path,Hike,58,47.800164092191906,13.051215793019434
Salzach River Path,Run,36,47.80108864993584,13.050373218246314
Salzach River Path,Walk,43,47.800721513847606,13.0491071327709
Salzach River Path,Walk,35,47.80033582603642,13.050388179985797
Salzach River Path,Run,71,47.79881428831683,13.05214726349972
Salzach River Path,Ride,40,47.8007072025357,13.04794696940118
Salzach River Path,Ride,72,47.80282303674471,13.050265939348295
Salzach River Path,Ride,57,47.80201813006923,13.048599758370122
Salzach River Path,Run,52,47.80238977993996,13.05239009325785
Salzach River Path,Ride,50,47.79923317648535,13.046953626190433
Salzach River Path,Run,50,47.79851559276961,13.048882156305458
Salzach River Path,Hike,16,47.79981131961985,13.05075442375013
Salzach River Path,Hike,40,47.80008358736843,13.05313104805847
Salzach River Path,Run,57,47.801641287277704,13.049868499477855
Salzach River Path,Walk,44,47.79746130305543,13.048889600946614
Salzach River Path,Hike,23,47.80229432547919,13.053762314138883
Salzach River Path,Ride,44,47.79976298815213,13.047103972199169
Salzach River Path,Run,70,47.79935967839508,13.04560238808676
Salzach River Path,Ride,63,47.79848184343711,13.050880028900107
Salzach River Path,Ride,44,47.797517714992196,13.048995891551295
Salzach River Path,Walk,59,47.80123475587594,13.04795753436574
Salzach River Path,Ride,39,47.80010997695078,13.0514167128946
Salzach River Path,Walk,19,47.79806505865039,13.050487601427543
Salzach River Path,Hike,31,47.7980573818419,13.048871842738528
Salzach River Path,Run,68,47.799496322951065,13.047439391202658
Salzach River Path,Ride,40,47.80250353228793,13.051744914656561
Salzach River Path,Run,41,47.79961061297295,13.051300402355919
Salzach River Path,Ride,40,47.79774528557032,13.049801648272442
Salzach River Path,Run,73,47.79963138540387,13.053693273992096
Salzach River Path,Ride,69,47.79959091464538,13.047859830467349
Salzach River Path,Ride,78,47.795954670035584,13.046948949658152
Salzach River Path,Ride,42,47.799918557700224,13.048616183860238
Salzach River Path,Ride,49,47.799653598204685,13.04990882796729
Salzach River Path,Ride,22,47.801044309547216,13.050486678898647
Salzach River Path,Ride,67,47.802773434142416,13.049517527884287
Salzach River Path,Ride,27,47.80168984754432,13.05070411079303
Salzach River Path,Ride,48,47.79959666696416,13.04749692115162
Salzach River Path,Ride,28,47.79834021113688,13.052887529208148
Salzach River Path,Run,36,47.80386003970487,13.049835697643216
Salzach River Path,Walk,32,47.80008882765102,13.052234591663177
